sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;servicio;mantenimiento en;santa_cruz;2;2.0;10/04/2018;7800000.0;microempresarial
masculino;comercio;variedades;prado;3;10.0;15/03/2016;4000000.0;microempresarial
femenino;comercio;variedades;doce_de_octubre_no.1;2;6.0;12/07/2018;5000000.0;microempresarial
femenino;industria;fabrica de;popular;2;1.0;3/06/2016;5000000.0;microempresarial
femenino;comercio;venta de calzado;buenos_aires;3;9.0;13/12/2016;4000000.0;microempresarial
femenino;industria;fabrica de;las_palmas;2;10.0;22/11/2016;3000000.0;microempresarial
femenino;comercio;comidas rapidas;20_de_julio;1;13.0;24/01/2018;4000000.0;microempresarial
masculino;comercio;distribuidora de;robledo;3;7.0;11/07/2018;6000000.0;microempresarial
femenino;industria;fabrica de;popular;2;1.0;6/07/2018;5000000.0;microempresarial
femenino;comercio;variedades;manrique_central_no._2;2;3.0;24/11/2016;6900000.0;microempresarial
femenino;comercio;tienda;enciso;3;8.0;4/04/2018;7800000.0;microempresarial
femenino;comercio;variedades;barrio_caicedo;2;9.0;8/03/2018;15000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;3;4.0;5/12/2017;7377000.0;microempresarial
femenino;comercio;variedades;pablo_vi;2;2.0;21/06/2018;4000000.0;microempresarial
femenino;comercio;joyeria;popular;2;1.0;30/04/2019;4000000.0;microempresarial
femenino;comercio;variedades;bel¿n;1;16.0;19/02/2016;2000000.0;microempresarial
femenino;industria;fabrica de productos;las_palmas;2;10.0;22/04/2016;6890000.0;microempresarial
femenino;comercio;fabrica de;belen;3;16.0;3/04/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;pedregal;3;6.0;17/02/2017;4000000.0;microempresarial
femenino;industria;fabrica de;aranjuez;1;4.0;2/03/2018;7800000.0;microempresarial
masculino;servicio;variedades;robledo;2;7.0;27/08/2018;7000000.0;microempresarial
masculino;comercio;variedades;manrique_oriental;2;3.0;1/08/2017;3000000.0;microempresarial
masculino;industria;fabrica de productos;tejelo;3;5.0;14/06/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera_san_antonio_;1;80.0;26/10/2016;6894000.0;microempresarial
masculino;servicio;taller de mecanica;las_violetas;2;16.0;23/03/2018;7800000.0;microempresarial
masculino;industria;taller de electronica;robledo;3;7.0;24/01/2017;5000000.0;microempresarial
femenino;comercio;variedades;villatina;2;8.0;6/09/2016;5000000.0;microempresarial
femenino;industria;fabrica de;belen;3;16.0;23/08/2016;6900000.0;microempresarial
femenino;comercio;variedades;belen;3;16.0;15/11/2018;4000000.0;microempresarial
femenino;comercio;variedades;buenos_aires;3;9.0;9/02/2017;7370000.0;microempresarial
femenino;comercio;taller de mecanica;campo_valdes_no._1;3;4.0;9/11/2017;7300000.0;microempresarial
masculino;servicio;mantenimiento en;santa_cruz;2;2.0;9/04/2018;7000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._2;3;3.0;3/05/2017;7370000.0;microempresarial
masculino;industria;panaderia;las_independencias;1;13.0;19/12/2016;1000000.0;microempresarial
masculino;servicio;comidas rapidas;san_javier_no.1;2;13.0;8/11/2018;7800000.0;microempresarial
femenino;servicio;taller de mecanica;aranjuez;2;4.0;10/03/2017;7300000.0;microempresarial
masculino;comercio;variedades;la_florida;2;14.0;24/04/2018;3345000.0;microempresarial
masculino;servicio;taller de electronica;pedregal;2;6.0;1/11/2017;7370000.0;microempresarial
femenino;comercio;distribuidora de;enciso;3;8.0;10/08/2016;6000000.0;microempresarial
masculino;comercio;fabrica de;san_javier_no.1;2;13.0;8/05/2018;6500000.0;microempresarial
masculino;comercio;publicidad y;enciso;2;8.0;3/04/2019;4500000.0;microempresarial
femenino;comercio;tienda;lopez_de_mesa;3;7.0;11/05/2018;7800000.0;microempresarial
femenino;servicio;restaurante;barrio_caicedo;1;9.0;20/02/2016;6890000.0;microempresarial
masculino;comercio;charcuteria;girardot;3;5.0;9/02/2017;7377000.0;microempresarial
masculino;comercio;tienda;villa_hermosa;2;8.0;7/06/2018;6000000.0;microempresarial
masculino;servicio;gimnasio;enciso;2;8.0;11/10/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;villa_hermosa;3;60.0;28/09/2016;5000000.0;microempresarial
masculino;comercio;comidas rapidas;prado;3;10.0;10/10/2017;4426000.0;microempresarial
femenino;servicio;tienda;cabecera_san_antonio_;3;80.0;26/11/2018;6662000.0;microempresarial
masculino;servicio;variedades;el_salvador;3;9.0;17/07/2018;19000000.0;empresarial ed.
femenino;comercio;tienda;nuevos_conquistadores;1;13.0;28/06/2017;7000000.0;microempresarial
femenino;servicio;comidas rapidas;buenos_aires;3;9.0;20/04/2016;5000000.0;microempresarial
femenino;comercio;comidas rapidas;palmitas;2;50.0;19/09/2017;7000000.0;microempresarial
femenino;comercio;fabrica de;cabecera_san_cristobal;2;60.0;11/08/2017;7000000.0;microempresarial
masculino;comercio;variedades;popular;2;1.0;23/07/2018;7800000.0;microempresarial
masculino;comercio;fabrica de;enciso;2;8.0;20/03/2019;8200000.0;microempresarial
femenino;industria;fabrica de;el_salvador;2;9.0;25/01/2017;6800000.0;microempresarial
femenino;comercio;variedades;santo_domingo_savio_;1;1.0;26/12/2016;6000000.0;microempresarial
femenino;comercio;distribuidora de;florencia;3;5.0;3/10/2018;6000000.0;microempresarial
masculino;comercio;tienda;enciso;2;8.0;5/10/2017;7377000.0;microempresarial
masculino;servicio;taller de electronica;robledo;2;7.0;26/07/2017;7000000.0;microempresarial
masculino;comercio;recreativo educativo;la_loma_oriental;2;60.0;19/12/2018;3000000.0;microempresarial
femenino;comercio;taller de mecanica;popular;2;1.0;5/06/2019;4000000.0;microempresarial
femenino;servicio;distribuidora de;buenos_aires;3;9.0;25/07/2016;6000000.0;microempresarial
femenino;comercio;miscelanea;santa_cruz;2;2.0;11/07/2018;3300000.0;microempresarial
femenino;servicio;restaurante;miranda;2;4.0;17/03/2017;6000000.0;microempresarial
femenino;servicio;peluqueria;villa_niza;2;2.0;5/04/2018;5000000.0;microempresarial
masculino;comercio;almacen de ropa en;florencia;3;5.0;26/04/2018;5000000.0;microempresarial
femenino;comercio;lavanderia;cabecera_san_cristobal;3;60.0;12/06/2018;7800000.0;microempresarial
femenino;comercio;tienda;santo_domingo_savio_;1;1.0;15/03/2019;3000000.0;microempresarial
femenino;comercio;cafeteria;manrique_central_no._1;1;4.0;9/03/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en;aures_no._2;2;7.0;7/10/2016;6800000.0;microempresarial
masculino;comercio;comidas rapidas;santo_domingo_savio_;1;1.0;8/11/2018;4000000.0;microempresarial
masculino;comercio;legumbreria;robledo;2;7.0;30/05/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;trinidad;3;15.0;23/05/2018;2500000.0;microempresarial
masculino;servicio;recreativo educativo;barrio_caicedo;2;9.0;14/11/2018;7500000.0;microempresarial
femenino;comercio;comidas rapidas;castilla;3;5.0;18/06/2018;4000000.0;microempresarial
femenino;servicio;papeleria;villa_hermosa;3;8.0;12/10/2016;6890000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;2;13.0;7/11/2017;5000000.0;microempresarial
femenino;industria;fabrica de;sucre;3;8.0;5/08/2016;3000000.0;microempresarial
femenino;comercio;legumbreria;santo_domingo_savio_;1;1.0;21/07/2017;7000000.0;microempresarial
masculino;comercio;fabrica de calzado;castilla;3;5.0;2/05/2018;5000000.0;microempresarial
femenino;industria;fabrica de;san_antonio;3;8.0;16/06/2017;7000000.0;microempresarial
femenino;comercio;variedades;cabecera_san_cristobal;3;60.0;31/05/2017;7000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;2;4.0;23/10/2017;7300000.0;microempresarial
femenino;servicio;cafe e internet;la_pradera;1;13.0;15/02/2016;6800000.0;microempresarial
masculino;comercio;productos de belleza;cabecera_san_antonio_;3;80.0;6/03/2019;5000000.0;microempresarial
femenino;comercio;comidas rapidas;el_salvador;2;9.0;9/07/2018;7800000.0;microempresarial
femenino;comercio;restaurante;doce_de_octubre_no.1;2;6.0;6/03/2017;7000000.0;microempresarial
femenino;industria;fabrica de alimentos;los_mangos;2;8.0;13/12/2016;6900000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera_san_cristobal;2;60.0;1/12/2016;1000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_central_no._1;2;4.0;28/02/2019;8200000.0;microempresarial
masculino;comercio;miscelanea;manrique_oriental;2;3.0;18/10/2016;6500000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;1;7.0;23/05/2017;2500000.0;microempresarial
femenino;comercio;tienda;eduardo_santos;2;13.0;17/11/2017;7370000.0;microempresarial
femenino;servicio;peluqueria;manrique_central_no._1;2;4.0;12/03/2018;7000000.0;microempresarial
femenino;agropecuaria;variedades;el_salvador;3;9.0;16/02/2018;5000000.0;microempresarial
masculino;comercio;fabrica de calzado;aranjuez;2;4.0;27/07/2018;4000000.0;microempresarial
femenino;industria;fabrica de;las_brisas;3;5.0;7/11/2017;7370000.0;microempresarial
femenino;comercio;almacen de ropa en;guayabal;3;15.0;17/07/2017;7300000.0;microempresarial
femenino;servicio;comidas rapidas;villatina;1;8.0;27/05/2019;8281000.0;microempresarial
femenino;comercio;distribuidora de;santa_cruz;1;2.0;15/03/2018;5000000.0;microempresarial
femenino;servicio;comidas rapidas;robledo;2;7.0;6/02/2018;7300000.0;microempresarial
masculino;industria;fabrica de;robledo;2;7.0;11/05/2016;5800000.0;microempresarial
masculino;comercio;variedades;moravia;2;4.0;12/07/2018;7800000.0;microempresarial
masculino;comercio;tienda;boston;2;10.0;14/06/2019;2000000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;3;9.0;31/07/2017;7377000.0;microempresarial
femenino;servicio;peluqueria;playon_de_los_;2;2.0;13/06/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;la_floresta;2;12.0;4/04/2019;6500000.0;microempresarial
masculino;comercio;almacen de ropa en;popular;1;1.0;24/10/2016;6000000.0;microempresarial
femenino;comercio;almacen de ropa en;campo_valdes_no._1;3;4.0;19/06/2019;8000000.0;microempresarial
masculino;industria;gimnasio;manrique_central_no._1;2;4.0;24/05/2017;7000000.0;microempresarial
masculino;comercio;variedades;boston;2;10.0;10/11/2017;7370000.0;microempresarial
femenino;comercio;cerrajeria;cabecera_san_cristobal;3;60.0;30/06/2017;7377000.0;microempresarial
femenino;industria;fabrica de;barrio_caicedo;1;9.0;19/09/2017;7200000.0;microempresarial
masculino;comercio;joyeria;santa_elena_central;3;90.0;2/11/2016;5500000.0;microempresarial
masculino;comercio;variedades;bombona_no._1;3;10.0;5/02/2018;78000000.0;microempresarial
femenino;comercio;variedades;belen;3;16.0;14/12/2017;3000000.0;microempresarial
masculino;comercio;distribuidora de;centro_admtivo;3;10.0;13/08/2018;7800000.0;microempresarial
femenino;comercio;marqueteria;robledo;2;7.0;20/11/2017;2000000.0;microempresarial
femenino;comercio;comidas rapidas;guayabal;3;15.0;13/02/2018;6000000.0;microempresarial
femenino;servicio;tienda de helados;robledo;2;7.0;21/04/2016;6500000.0;microempresarial
femenino;comercio;restaurante;altavista;2;70.0;4/04/2018;5000000.0;microempresarial
masculino;comercio;variedades;manrique_central_no._1;2;4.0;26/04/2018;5000000.0;microempresarial
femenino;comercio;miscelanea;robledo;2;7.0;21/03/2018;7000000.0;microempresarial
masculino;comercio;publicidad y;buenos_aires;3;9.0;7/02/2017;30246396.0;empresarial ed.
femenino;comercio;comidas rapidas;barrio_caicedo;1;9.0;2/02/2018;5000000.0;microempresarial
masculino;comercio;tienda de helados;aranjuez;3;4.0;13/06/2016;5000000.0;microempresarial
femenino;comercio;comidas rapidas;andalucia;2;2.0;7/11/2018;3000000.0;microempresarial
femenino;industria;fabrica de;el_salado;1;13.0;23/03/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;pedregal_alto;2;60.0;28/11/2018;6500000.0;microempresarial
femenino;servicio;productos de belleza;aranjuez;3;4.0;10/07/2018;7800000.0;microempresarial
masculino;comercio;tienda;belen;2;16.0;15/11/2017;7370000.0;microempresarial
femenino;comercio;almacen de ropa en;popular;2;1.0;4/07/2018;3000000.0;microempresarial
femenino;comercio;distribuidora de;la_milagrosa;3;9.0;13/08/2018;7377170.0;microempresarial
femenino;servicio;peluqueria;san_javier_no.1;1;13.0;1/02/2018;7300000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7.0;24/08/2018;7000000.0;microempresarial
femenino;comercio;variedades;santa_cruz;2;2.0;15/09/2017;6000000.0;microempresarial
femenino;servicio;carpinteria;aranjuez;3;4.0;30/05/2017;7370000.0;microempresarial
masculino;servicio;barberia;manrique_oriental;1;3.0;8/08/2018;5000000.0;microempresarial
femenino;industria;papeleria;cataluna;3;9.0;5/09/2018;3000000.0;microempresarial
masculino;servicio;tienda;san_antonio;2;8.0;26/12/2017;737717.0;microempresarial
femenino;comercio;comidas rapidas;las_palmas;3;10.0;24/10/2018;5000000.0;microempresarial
masculino;comercio;cafe e internet;belen;2;16.0;28/10/2016;1000000.0;microempresarial
femenino;comercio;tienda;barrio_caicedo;1;9.0;18/04/2018;5000000.0;microempresarial
femenino;comercio;almacen de ropa en;trinidad;3;15.0;6/03/2018;5000000.0;microempresarial
femenino;servicio;variedades;santo_domingo_savio_;2;1.0;5/10/2016;6800000.0;microempresarial
masculino;comercio;variedades;jesus_nazareno;3;10.0;24/09/2018;2000000.0;microempresarial
masculino;comercio;variedades;manrique_central_no._2;2;3.0;15/01/2019;8200000.0;microempresarial
masculino;agropecuaria;criadero de animales;palmitas;2;50.0;20/06/2018;15000000.0;agropecuaria
femenino;servicio;almacen de ropa en;belen;3;16.0;6/12/2018;7800000.0;microempresarial
femenino;industria;fabrica de;20_de_julio;1;13.0;14/09/2016;6890000.0;microempresarial
masculino;servicio;publicidad y;aranjuez;2;4.0;2/08/2017;7000000.0;microempresarial
masculino;servicio;montallantas;manrique_oriental;2;3.0;8/03/2017;7000000.0;microempresarial
masculino;servicio;mantenimiento en;enciso;2;8.0;16/05/2019;8000000.0;microempresarial
masculino;servicio;cafe e internet;enciso;2;8.0;26/05/2017;7000000.0;microempresarial
femenino;comercio;variedades;campo_valdes_no._1;3;4.0;13/09/2016;6890000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._2;3;3.0;9/03/2017;3000000.0;microempresarial
femenino;industria;fabrica de;robledo;3;7.0;14/06/2016;6894540.0;microempresarial
masculino;servicio;mantenimiento en;florencia;3;5.0;29/01/2019;7000000.0;microempresarial
femenino;agropecuaria;viveros;san_javier_no.1;2;13.0;8/06/2016;5000000.0;agropecuaria
femenino;comercio;almacen de ropa en;doce_de_octubre_no.1;2;6.0;3/11/2016;6890000.0;microempresarial
femenino;industria;marroquineria;cabecera_san_cristobal;3;60.0;23/10/2017;7000000.0;microempresarial
femenino;comercio;peluqueria;la_floresta;2;12.0;20/06/2017;7000000.0;microempresarial
femenino;comercio;variedades;robledo;3;7.0;20/02/2017;7300000.0;microempresarial
femenino;servicio;peluqueria;manrique_central_no._2;2;3.0;29/11/2017;6000000.0;microempresarial
masculino;comercio;legumbreria;popular;2;1.0;23/12/2016;6000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._2;3;3.0;11/08/2017;2000000.0;microempresarial
femenino;servicio;peluqueria;manrique_central_no._1;3;4.0;24/08/2017;7300000.0;microempresarial
femenino;industria;fabrica de;belen;2;16.0;5/12/2016;6800000.0;microempresarial
masculino;comercio;taller de mecanica;santander;2;6.0;24/01/2018;7800000.0;microempresarial
femenino;industria;fabrica de;enciso;2;8.0;13/01/2017;5000000.0;microempresarial
masculino;servicio;fabrica de helados;florencia;3;5.0;27/02/2018;7800000.0;microempresarial
femenino;comercio;variedades;miranda;2;4.0;24/10/2018;6000000.0;microempresarial
masculino;comercio;comidas rapidas;buenos_aires;2;9.0;13/03/2018;4000000.0;microempresarial
masculino;comercio;fabrica de;robledo;3;7.0;31/07/2018;17187000.0;empresarial ed.
masculino;servicio;taller de mecanica;san_pablo;1;1.0;5/09/2017;7300000.0;microempresarial
masculino;servicio;comidas rapidas;cabecera_san_cristobal;1;60.0;17/11/2016;6890000.0;microempresarial
femenino;comercio;almacen de ropa en;belen;3;16.0;19/07/2017;3000000.0;microempresarial
femenino;industria;fabrica de;robledo;3;7.0;28/08/2017;7377000.0;microempresarial
masculino;comercio;variedades;santa_cruz;2;2.0;23/02/2017;5500000.0;microempresarial
femenino;servicio;cafeteria;barrio_caicedo;2;9.0;28/02/2017;1500000.0;microempresarial
masculino;industria;fabrica de;manrique_central_no._1;1;4.0;26/04/2018;7800000.0;microempresarial
masculino;comercio;panaderia;villa_guadalupe;2;1.0;2/11/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;manrique_central_no._2;2;3.0;18/04/2017;4000000.0;microempresarial
femenino;servicio;peluqueria;doce_de_octubre_no.1;1;6.0;28/08/2018;5000000.0;microempresarial
femenino;comercio;distribuidora de;la_milagrosa;3;9.0;20/10/2016;6890000.0;microempresarial
femenino;comercio;tienda;robledo;1;7.0;24/03/2017;7300000.0;microempresarial
masculino;industria;fabrica de;cabecera_san_cristobal;3;60.0;5/10/2016;236824.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;21/09/2017;4000000.0;microempresarial
femenino;industria;fabrica de;nuevos_conquistadores;1;13.0;23/05/2017;7370000.0;microempresarial
femenino;comercio;tienda de helados;castilla;3;5.0;13/01/2017;6000000.0;microempresarial
femenino;comercio;comidas rapidas;barrio_caicedo;2;9.0;6/08/2018;7800000.0;microempresarial
femenino;industria;fabrica de;aranjuez;2;4.0;22/11/2017;3000000.0;microempresarial
masculino;comercio;charcuteria;robledo;2;7.0;17/05/2017;75000000.0;microempresarial
masculino;comercio;taller de electronica;campo_valdes_no._1;3;4.0;16/01/2018;7812000.0;microempresarial
femenino;servicio;lavanderia;moravia;0;4.0;12/07/2016;3000000.0;microempresarial
femenino;servicio;fabrica de;la_milagrosa;3;9.0;6/09/2016;6890000.0;microempresarial
masculino;industria;fabrica de calzado;campo_valdes_no._2;3;3.0;20/09/2018;7800000.0;microempresarial
masculino;comercio;marroquineria;santa_cruz;2;2.0;16/05/2018;4500000.0;microempresarial
femenino;comercio;restaurante;la_floresta;2;12.0;4/12/2017;7370000.0;microempresarial
masculino;comercio;venta de repuestos;doce_de_octubre_no.1;2;6.0;15/02/2019;8200000.0;microempresarial
femenino;industria;fabrica de;aranjuez;3;4.0;9/07/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;san_javier_no.1;1;13.0;7/06/2016;3000000.0;microempresarial
masculino;comercio;tienda;manrique_oriental;2;3.0;26/05/2016;4500000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7.0;26/02/2018;7000000.0;microempresarial
femenino;comercio;variedades;juan_xxiii_la_quiebra;1;13.0;14/03/2018;1000000.0;microempresarial
femenino;industria;fabrica de;castilla;2;5.0;21/11/2017;7300000.0;microempresarial
masculino;comercio;variedades;santo_domingo_savio_;1;1.0;12/04/2018;3000000.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;11/10/2018;7000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;2;4.0;12/10/2017;6000000.0;microempresarial
femenino;industria;fabrica de;santa_cruz;2;2.0;8/07/2016;5000000.0;microempresarial
femenino;comercio;tienda de helados;cabecera_san_antonio_;2;80.0;30/01/2018;4000000.0;microempresarial
femenino;industria;fabrica de;20_de_julio;1;13.0;2/06/2016;5000000.0;microempresarial
masculino;comercio;variedades;doce_de_octubre_no.1;2;6.0;13/01/2017;7377000.0;microempresarial
masculino;agropecuaria;sembrados;cabecera_san_cristobal;2;60.0;19/06/2018;10000000.0;agropecuaria
femenino;comercio;almacen de ropa en;carpinelo;1;1.0;31/10/2018;7000000.0;microempresarial
femenino;industria;cerrajeria;san_javier_no.1;1;13.0;11/10/2016;6890000.0;microempresarial
femenino;servicio;cafe e internet;robledo;2;7.0;10/05/2016;6895000.0;microempresarial
masculino;comercio;cafe e internet;bello_horizonte;1;7.0;4/04/2017;7000000.0;microempresarial
femenino;comercio;variedades;las_palmas;2;90.0;2/03/2017;7000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._1;3;4.0;13/03/2018;3500000.0;microempresarial
masculino;comercio;comidas rapidas;san_javier_no.1;3;13.0;25/04/2018;7800000.0;microempresarial
femenino;comercio;mantenimiento en;san_javier_no.1;2;13.0;30/08/2018;6000000.0;microempresarial
femenino;comercio;almacen de ropa en;aranjuez;3;4.0;20/02/2017;7000000.0;microempresarial
masculino;comercio;variedades;popular;1;1.0;19/07/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;aranjuez;2;4.0;13/02/2018;1500000.0;microempresarial
femenino;servicio;charcuteria;castilla;3;5.0;25/07/2016;6890000.0;microempresarial
femenino;comercio;variedades;santa_cruz;2;2.0;24/10/2017;7000000.0;microempresarial
masculino;servicio;taller de mecanica;buenos_aires;3;9.0;19/09/2016;3500000.0;microempresarial
femenino;industria;fabrica de;florencia;3;5.0;31/07/2017;4000000.0;microempresarial
femenino;comercio;fabrica de productos;enciso;1;8.0;23/04/2019;6000000.0;microempresarial
femenino;comercio;variedades;jesus_nazareno;3;10.0;8/03/2018;5000000.0;microempresarial
femenino;comercio;variedades;belen;2;16.0;13/10/2017;5500000.0;microempresarial
femenino;servicio;mantenimiento en;robledo;2;7.0;22/05/2018;5000000.0;microempresarial
masculino;comercio;almacen de ropa en;popular;2;1.0;19/03/2019;8281000.0;microempresarial
masculino;industria;carpinteria;belen;2;16.0;3/04/2017;7377000.0;microempresarial
femenino;comercio;drogueria;palermo;2;4.0;16/05/2016;15000000.0;empresarial ed.
femenino;servicio;comidas rapidas;blanquizal;1;13.0;8/07/2016;6000000.0;microempresarial
femenino;comercio;legumbreria;doce_de_octubre_no.1;2;6.0;28/02/2018;1000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_central_no._1;3;4.0;5/02/2018;7000000.0;microempresarial
masculino;servicio;mantenimiento en;manrique_central_no._2;2;3.0;22/01/2018;6000000.0;microempresarial
masculino;comercio;variedades;castilla;2;5.0;27/06/2017;7300000.0;microempresarial
femenino;comercio;charcuteria;toscana;2;5.0;6/10/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;belen;3;16.0;19/05/2017;2000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;7/06/2018;7800000.0;microempresarial
masculino;servicio;servicios;belen;3;16.0;22/02/2019;8281000.0;microempresarial
femenino;comercio;fabrica de;la_loma;2;60.0;8/06/2018;6000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;19/08/2016;4000000.0;microempresarial
masculino;comercio;comidas rapidas;villatina;1;8.0;1/03/2018;7800000.0;microempresarial
masculino;comercio;venta de calzado;manrique_oriental;2;3.0;14/11/2018;3000000.0;microempresarial
femenino;comercio;tienda naturista;la_sierra;1;8.0;16/02/2018;7000000.0;microempresarial
masculino;servicio;mantenimiento en;castilla;3;5.0;24/09/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;pablo_vi;2;2.0;22/04/2016;5000000.0;microempresarial
femenino;industria;fabrica de;san_pablo;2;1.0;6/07/2018;4000000.0;microempresarial
masculino;servicio;legumbreria;juan_xxiii_la_quiebra;1;13.0;19/01/2018;4000000.0;microempresarial
masculino;industria;recreativo educativo;robledo;3;7.0;3/05/2019;8281160.0;microempresarial
femenino;comercio;granero;robledo;2;13.0;20/09/2016;6800000.0;microempresarial
femenino;comercio;fabrica de;enciso;2;8.0;6/03/2018;7000000.0;microempresarial
femenino;comercio;variedades;doce_de_octubre_no.1;2;6.0;13/12/2016;6890000.0;microempresarial
masculino;comercio;almacen de ropa en;playon_de_los_;2;2.0;14/07/2016;6890000.0;microempresarial
masculino;comercio;tienda;belen;3;16.0;14/02/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;manrique_oriental;2;3.0;26/05/2016;6800000.0;microempresarial
masculino;comercio;comidas rapidas;boyaca;3;5.0;27/01/2017;3000000.0;microempresarial
femenino;servicio;fotografia;manrique_central_no._1;1;4.0;20/03/2019;8200000.0;microempresarial
femenino;comercio;montallantas;popular;1;1.0;26/04/2017;7377000.0;microempresarial
masculino;servicio;barberia;manrique_central_no._2;2;3.0;2/03/2018;7500000.0;microempresarial
masculino;servicio;carpinteria;manrique_oriental;2;3.0;5/09/2016;4000000.0;microempresarial
masculino;industria;fabrica de traperos;belen;2;16.0;29/05/2019;5000000.0;microempresarial
masculino;comercio;almacen de ropa en;aranjuez;2;4.0;26/01/2018;6000000.0;microempresarial
masculino;comercio;venta de calzado;santa_cruz;2;2.0;20/04/2017;7377000.0;microempresarial
femenino;servicio;tienda;belalcazar;2;5.0;27/02/2019;6000000.0;microempresarial
femenino;servicio;cafe e internet;santo_domingo_savio_;2;1.0;5/07/2018;7800000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._2;2;3.0;30/06/2017;7300000.0;microempresarial
femenino;servicio;variedades;belen;3;16.0;7/12/2017;4500000.0;microempresarial
masculino;comercio;tienda;boyaca;3;5.0;18/01/2018;3000000.0;microempresarial
femenino;comercio;almacen de ropa en;buenos_aires;2;9.0;1/11/2016;2500000.0;microempresarial
femenino;comercio;variedades;santo_domingo_savio_;1;1.0;23/11/2016;1200000.0;microempresarial
femenino;industria;fabrica de;santo_domingo_savio_;2;1.0;3/10/2018;7800000.0;microempresarial
masculino;servicio;publicidad y;guayabal;3;15.0;13/12/2016;7583994.0;empresarial ed.
femenino;comercio;variedades;manrique_central_no._1;2;4.0;8/03/2018;7800000.0;microempresarial
masculino;industria;fabrica de;santa_monica;1;12.0;15/06/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;aranjuez;2;4.0;30/11/2018;4000000.0;microempresarial
femenino;comercio;comidas rapidas;tricentenario;3;5.0;26/04/2017;5000000.0;microempresarial
masculino;servicio;peluqueria;robledo;2;7.0;9/08/2016;6890000.0;microempresarial
masculino;comercio;tienda;manrique_central_no._1;2;4.0;29/08/2018;1000000.0;microempresarial
femenino;servicio;recreativo educativo;santa_cruz;2;2.0;7/12/2016;6894000.0;juridica y cap.semilla
masculino;comercio;variedades;manrique_oriental;1;3.0;22/02/2018;4300000.0;microempresarial
femenino;comercio;venta de calzado;villa_hermosa;3;8.0;19/01/2017;6000000.0;microempresarial
femenino;comercio;tienda;robledo;1;7.0;7/03/2019;3000000.0;microempresarial
masculino;industria;fabrica de calzado;la_milagrosa;3;9.0;19/05/2017;7000000.0;microempresarial
femenino;servicio;distribuidora de;robledo;2;7.0;5/09/2016;5000000.0;microempresarial
masculino;comercio;legumbreria;la_floresta;1;12.0;29/03/2016;4000000.0;microempresarial
femenino;comercio;charcuteria;manrique_central_no._1;3;4.0;19/10/2016;3000000.0;microempresarial
masculino;servicio;cafe e internet;enciso;2;8.0;9/04/2018;7800000.0;microempresarial
masculino;comercio;variedades;prado;3;10.0;2/06/2017;7370000.0;microempresarial
femenino;servicio;peluqueria;cabecera_san_antonio_;2;80.0;3/08/2018;1300000.0;microempresarial
femenino;industria;fabrica de;20_de_julio;1;13.0;18/08/2017;3300000.0;microempresarial
femenino;industria;fabrica de;campo_valdes_no._1;3;4.0;22/06/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;2;4.0;17/11/2016;6800000.0;microempresarial
masculino;servicio;lavanderia;villatina;1;8.0;5/04/2019;2500000.0;microempresarial
femenino;industria;fabrica de;el_salvador;3;9.0;15/07/2016;3200000.0;microempresarial
femenino;comercio;restaurante;el_corazon;2;13.0;5/10/2016;6800000.0;microempresarial
